EXPEDITION,EXP_NUM,SITE,HOLE,GEOB_NR,SHIPSITE,AREA,GEAR,LATITUDE_DEC,LONGITUDE_DEC,DATE,TIME,WATER_DEPTH,RECOVERY,REMARKS
M165,241,24105,3,GeoB24105-3,M165_5-3 ISP,,ISP,21.13856667,-17.67091667,08/19/2020,06:35:00,448,,
M165,241,24106,1,GeoB24106-1,M165_6-1 DF,,TRAP,21.17465,-17.77401667,08/19/2020,08:08:00,820,,
M165,241,24106,2,GeoB24106-2,M165_6-2 CTD,,CTD+RO,21.17508333,-17.77463333,08/19/2020,09:16:00,821,,
M165,241,24106,3,GeoB24106-3,M165_6-3 DF,,TRAP,21.17508333,-17.77666667,08/19/2020,10:12:00,822,,
M165,241,24106,4,GeoB24106-4,M165_6-4 PARCA,,PARCA,21.17093333,-17.7767,08/19/2020,11:58:00,838,,
M165,241,24106,5,GeoB24106-5,M165_6-5 MSC,,MSC,21.17093333,-17.77675,08/19/2020,12:43:00,838,,14C
M165,241,24107,1,GeoB24107-1,M165_7-1 CTD,,CTD+RO,21.20726667,-18.12413333,08/19/2020,15:30:00,1796,,
M165,241,24108,1,GeoB24108-1,M165_8-1 CTD,,CTD+RO,21.18398333,-17.9184,08/19/2020,17:49:00,1301,,
M165,241,24108,2,GeoB24108-2,M165_8-2 ISP,,ISP,21.184,-17.91841667,08/19/2020,22:40:00,1301,,
M165,241,24109,1,GeoB24109-1,M165_9-1 CTD,,CTD+RO,21.16931667,-17.77191667,08/19/2020,23:57:00,823,,
M165,241,24109,2,GeoB24109-2,M165_9-2 CTD,,CTD+RO,21.16931667,-17.77193333,08/20/2020,01:03:00,823,,
M165,241,24109,3,GeoB24109-3,M165_9-3 ISP,,ISP,21.16935,-17.77193333,08/20/2020,01:57:00,823,,
M165,241,24110,1,GeoB24110-1,M165_10-1 DF,,TRAP,21.18285,-17.77491667,08/20/2020,07:33:00,803,,
M165,241,24110,2,GeoB24110-2,M165_10-2 CTD,,CTD+RO,21.18298333,-17.77571667,08/20/2020,08:31:00,803,,
M165,241,24110,3,GeoB24110-3,M165_10-3 DF,,TRAP,21.18296667,-17.77568333,08/20/2020,09:07:00,803,,
M165,241,24110,4,GeoB24110-4,M165_10-4 PARCA,,PARCA,21.18473333,-17.79388333,08/20/2020,11:25:00,874,,
M165,241,24111,1,GeoB24111-1,M165_11-1 CTD,,CTD,21.23628333,-18.32496667,08/20/2020,15:38:00,2256,,
M165,241,24111,2,GeoB24111-2,M165_11-2 CTD,,CTD,21.23626667,-18.32496667,08/20/2020,17:10:00,2255,,
M165,241,24112,1,GeoB24112-1,M165_12-1 CTD,,CTD+RO,21.20678333,-18.12436667,08/20/2020,19:49:00,1796,,
M165,241,24112,2,GeoB24112-2,M165_12-2 ISP,,ISP,21.20671667,-18.1243,08/20/2020,21:23:00,1797,,
M165,241,24113,1,GeoB24113-1,M165_13-1 PARCA,,PARCA,21.2201,-17.74901667,08/21/2020,04:18:00,665,,
M165,241,24113,2,GeoB24113-2,M165_13-2 CTD,,CTD+RO,21.2201,-17.74901667,08/21/2020,05:44:00,664,,
M165,241,24113,3,GeoB24113-3,M165_13-3 DF,,TRAP,21.2279,-17.72815,08/21/2020,06:47:00,593,,
M165,241,24113,4,GeoB24113-4,M165_13-4 DF,,TRAP,21.22861667,-17.72808333,08/21/2020,07:56:00,596,,
M165,241,24114,1,GeoB24114-1,M165_14-1 Mooring,,MOORING,20.83596667,-18.73465,08/21/2020,16:12:00,2696,,
M165,241,24114,2,GeoB24114-2,M165_14-2 CTD,,CTD,20.8469,-18.72501667,08/21/2020,17:50:00,2680,,
M165,241,24114,3,GeoB24114-3,M165_14-3 MUC,,MUC,20.8469,-18.72501667,08/21/2020,19:51:00,2681,138,
M165,241,24115,1,GeoB24115-1,M165_15-1 CTD,,CTD+RO,21.30121667,-18.79011667,08/22/2020,00:34:00,3029,,
M165,241,24116,1,GeoB24116-1,M165_16-1 CTD,,CTD+RO,21.26283333,-18.53756667,08/22/2020,04:08:00,2686,,
M165,241,24117,1,GeoB24117-1,M165_17-1 DF,,TRAP,21.30688333,-17.63658333,08/22/2020,09:59:00,436,,
M165,241,24117,2,GeoB24117-2,M165_17-2 CTD,,CTD+RO,21.30715,-17.63653333,08/22/2020,10:52:00,436,,
M165,241,24117,3,GeoB24117-3,M165_17-3 PARCA,,PARCA,21.30713333,-17.63653333,08/22/2020,11:49:00,437,,
M165,241,24117,4,GeoB24117-4,M165_17-4 MSC,,MSC,21.3071,-17.63651667,08/22/2020,12:17:00,437,,14C
M165,241,24117,5,GeoB24117-5,M165_17-5 MSC,,MSC,21.30715,-17.63643333,08/22/2020,12:30:00,438,,14C
M165,241,24118,1,GeoB24118-1,M165_18-1 CTD,,CTD+RO,20.77351667,-17.79071667,08/22/2020,16:11:00,775,,
M165,241,24118,2,GeoB24118-2,M165_18-2 MUC,,MUC,20.77353333,-17.79068333,08/22/2020,17:15:00,774,150,
M165,241,24119,1,GeoB24119-1,M165_19-1 CTD,,CTD+RO,20.7868,-17.95225,08/22/2020,19:17:00,1153,,
M165,241,24119,2,GeoB24119-2,M165_19-2 ISP,,ISP,20.78681667,-17.95226667,08/22/2020,19:45:00,1153,,
M165,241,24119,3,GeoB24119-3,M165_19-3 ISP,,ISP,20.78693333,-17.95265,08/23/2020,00:20:00,1156,,
M165,241,24120,1,GeoB24120-1,M165_20-1 CTD,,CTD+RO,20.80171667,-18.13738333,08/23/2020,04:59:00,1631,,
M165,241,24121,1,GeoB24121-1,M165_21-1 CTD,,CTD+RO,21.00615,-18.3702,08/23/2020,07:36:00,2426,,
M165,241,24121,2,GeoB24121-2,M165_21-2 PARCA,,PARCA,21.00653333,-18.36995,08/23/2020,08:59:00,2426,,
M165,241,24121,3,GeoB24121-3,M165_21-3 MSC,,MSC,21.0065,-18.36995,08/23/2020,09:46:00,2426,,14C
M165,241,24121,4,GeoB24121-4,M165_21-4 MSC,,MSC,21.00651667,-18.36993333,08/23/2020,10:02:00,2426,,14C
M165,241,24121,5,GeoB24121-5,M165_21-5 DF,,TRAP,21.00655,-18.36998333,08/23/2020,10:16:00,2429,,
M165,241,24122,1,GeoB24122-1,M165_22-1 CTD,,CTD+RO,20.80158333,-18.13736667,08/23/2020,13:34:00,1633,,
M165,241,24122,2,GeoB24122-2,M165_22-2 ISP,,ISP,20.80158333,-18.13738333,08/23/2020,15:02:00,1634,,
M165,241,24122,3,GeoB24122-3,M165_22-3 ISP,,ISP,20.80158333,-18.13735,08/23/2020,18:51:00,1634,,
M165,241,24122,4,GeoB24122-4,M165_22-4 MUC,,MUC,20.80155,-18.13733333,08/23/2020,22:23:00,1632,150,
M165,241,24123,1,GeoB24123-1,M165_23-1 CTD,,CTD,20.80841667,-18.28996667,08/24/2020,00:52:00,1980,,
M165,241,24124,1,GeoB24124-1,M165_24-1 CTD,,CTD+RO,20.82633333,-18.48518333,08/24/2020,03:45:00,2101,,
M165,241,24125,1,GeoB24125-1,M165_25-1 MSC,,MSC,20.97246667,-18.49466667,08/24/2020,06:25:00,2551,,14C
M165,241,24125,2,GeoB24125-2,M165_25-2 MSC,,MSC,20.9741,-18.49701667,08/24/2020,06:43:00,2551,,14C
M165,241,24125,3,GeoB24125-3,M165_25-3 DF,,TRAP,20.98795,-18.49511667,08/24/2020,07:41:00,2571,,
M165,241,24125,4,GeoB24125-4,M165_25-4 CTD,,CTD+RO,20.99035,-18.4973,08/24/2020,08:42:00,2568,,
M165,241,24125,5,GeoB24125-5,M165_25-5 DF,,TRAP,20.99078333,-18.49771667,08/24/2020,09:12:00,4978,,
M165,241,24125,6,GeoB24125-6,M165_25-6 PARCA,,PARCA,21.00411667,-18.48951667,08/24/2020,11:14:00,2583,,
M165,241,24126,1,GeoB24126-1,M165_26-1 ISP,,ISP,20.82403333,-18.47875,08/24/2020,14:02:00,2089,,
M165,241,24126,2,GeoB24126-2,M165_26-2 ISP,,ISP,20.82406667,-18.47876667,08/24/2020,18:08:00,2089,,
M165,241,24127,1,GeoB24127-1,M165_27-1 CTD,,CTD+RO,20.84645,-18.72533333,08/24/2020,00:04:00,2679,,
M165,241,24127,2,GeoB24127-2,M165_27-2 CTD,,CTD+RO,20.84655,-18.72551667,08/24/2020,01:30:00,2683,,
M165,241,24127,3,GeoB24127-3,M165_27-3 ISP,,ISP,20.84655,-18.72556667,08/24/2020,02:54:00,2683,,
M165,241,24127,4,GeoB24127-4,M165_27-4 ISP,,ISP,20.84656667,-18.7256,08/24/2020,07:11:00,2681,,
M165,241,24128,1,GeoB24128-1,M165_28-1 DF,,TRAP,20.97305,-18.64055,08/25/2020,11:49:00,2687,,
M165,241,24128,2,GeoB24128-2,M165_28-2 CTD,,CTD+RO,20.97433333,-18.64145,08/25/2020,12:54:00,2696,,
M165,241,24128,3,GeoB24128-3,M165_28-3 PARCA,,PARCA,20.97471667,-18.64268333,08/25/2020,14:18:00,2700,,
M165,241,24129,1,GeoB24129-1,M165_29-1 CTD,,CTD+RO,20.88798333,-19.00533333,08/25/2020,18:05:00,3158,,
M165,241,24129,2,GeoB24129-2,M165_29-2 ISP,,ISP,20.88903333,-19.00685,08/25/2020,20:18:00,3162,,
M165,241,24130,1,GeoB24130-1,M165_30-1 CTD,,CTD+RO,20.84805,-18.72778333,08/26/2020,05:50:00,2682,,
M165,241,24131,1,GeoB24131-1,M165_31-1 CTD,,CTD+RO,20.95946667,-19.5187,08/26/2020,10:43:00,3563,,
M167,242,24201,1,GeoB24201-1,M167_1-1,"Carboneras Fault, Alboran Sea",EM710,36.37706667,-2.705666667,10/17/2020,23:00:00,1205,,"Multibeam Mapping of Carboneras Fault (EM122, EM710)"
M167,242,24201,2,GeoB24201-2,M167_1-1,"Carboneras Fault, Alboran Sea",EM710,36.17416667,-3.984116667,10/17/2020,08:32:00,1230,,XBT for MB calibration
M167,242,24202,1,GeoB24202-1,M167-2_1,"Carboneras Fault, Alboran Sea",ROV,36.38893333,-2.705666667,10/18/2020,07:17:00,953,,ROV Dive (CORK)- failed deployment. Start time=in the water. Final time=on deck
M167,242,24202,2,GeoB24202-2,M167_3-1,"Carboneras Fault, Alboran Sea",EM710,36.38581667,-2.871766667,10/18/2020,09:14:00,963,,"Multibeam Mapping (EM122, EM710)"
M167,242,24203,1,GeoB24203-1,M167_4-1,"Carboneras Fault, Alboran Sea",ROV,36.38858333,-2.870416667,10/18/2020,14:11:00,961,,ROV Dive #1 (CORK retrieval). Start time=at bottom
M167,242,24203,2,GeoB24203-2,M167_4-1,"Carboneras Fault, Alboran Sea",RC,36.38848333,-2.870066667,10/19/2020,16:42:00,945.6,20,ROV small push corer/Sample: Push Core R1 (Christopher Schmidt)
M167,242,24203,3,GeoB24203-3,M167_4-1,"Carboneras Fault, Alboran Sea",RC,36.3885,-2.870083333,10/18/2020,16:48:00,946.6,20,ROV small push corer/Sample: Push Core 1 (Hanna Zehnle)
M167,242,24204,1,GeoB24204-1,M167_5-1,"Carboneras Fault, Alboran Sea",EM710,36.25303333,-3.022783333,10/18/2020,19:21:00,914,,Parasound profiles (PS70) across Carboneras Fault
M167,242,24204,2,GeoB24204-2,M167_7-1,"Carboneras Fault, Alboran Sea",EM710,36.38903333,-2.869433333,10/19/2020,07:58:00,957,,XBT for MB calibration
M167,242,24205,1,GeoB24205-1,M167_6-1,"Carboneras Fault, Alboran Sea",ROV,36.38876667,-2.870166667,10/19/2020,08:13:00,960,,ROV Dive #2. Start time=at bottom
M167,242,24205,2,GeoB24205-2,M167_6-1,"Carboneras Fault, Alboran Sea",ROV,36.38866667,-2.871383333,10/19/2020,10:46:00,938,,CORK observatory recovery with ROV SQUID
M167,242,24205,3,GeoB24205-3,M167_6-1,"Carboneras Fault, Alboran Sea",RC,36.38866667,-2.871366667,10/19/2020,10:58:00,937.2,20,ROV small push corer. Sample: Push Core R1 (Christopher Schmidt)
M167,242,24205,4,GeoB24205-4,M167_6-1,"Carboneras Fault, Alboran Sea",RC,36.38861667,-2.871366667,10/19/2020,11:02:00,941.5,20,ROV small push corer. Sample: Push Core 1 (Hanna Zehnle)
M167,242,24205,5,GeoB24205-5,M167_6-1,"Carboneras Fault, Alboran Sea",ROV,36.38853333,-2.87075,10/19/2020,13:08:00,958.5,,BlueROV dive #1. Coordinates from DSHIP
M167,242,24206,1,GeoB24206-1,M167_9-1,Summit Ginsburg MV,GC,35.37166667,-7.093633333,10/20/2020,11:45:00,936,255,Bottom contact= Posidonia coordinates. Start and end= DSHIP
M167,242,24206,2,GeoB24206-2,M167_8-1,Summit Ginsburg MV,EM710,35.4453,-7.093633333,10/20/2020,09:52:00,1991,,XBT for MB calibration. Ccoordinates from DSHIP
M167,242,24207,1,GeoB24207-1,M167_10-1,MV Ginsburg- W Flank,GC,35.36706667,-7.1028,10/20/2020,13:24:00,1012,360,Gravity core. Bottom contact= Posidonia coordinates
M167,242,24208,1,GeoB24208-1,M167_11-1,Pockmarks SW Averroes MV,GC,35.38003333,-7.203883333,10/20/2020,15:33:00,1190,369,Gravity core. Bottom contact= Posidonia coordinates
M167,242,24209,1,GeoB24209-1,M167_12-1,Averroes MV,GC,35.39295,-7.191033333,10/20/2020,17:16:00,1100,100,"Gravity core. Start coordinates from DSHIP. No recovery, corer was bended (banana)"
M167,242,24209,2,GeoB24209-2,M167_13-1,Averroes MV,EM710,35.4247,-7.16965,10/20/2020,18:33:00,1678,,"Multibeam Mapping (EM122, EM710)"
M167,242,24209,3,GeoB24209-3,M167_14-1,Averroes MV,GC,35.3928,-7.19135,10/21/2020,08:15:00,1100,61,Gravity core in Averroes MV
M167,242,24210,1,GeoB24210-1,M167_15-1,Boabdil MV,GC,35.4307,-7.1785,10/21/2020,10:00:00,1100,46,Bottom contact= Posidonia coordinates
M167,242,24210,2,GeoB24210-2,M167_15-2,Boabdil MV,GC,35.43068333,-7.1785,10/21/2020,11:34:00,1094,69,Bottom contact= Posidonia coordinates
M167,242,24211,1,GeoB24211-1,M167_16-1,Yuma MV,GC,35.4176,-7.090866667,10/21/2020,13:23:00,950,225,Bottom contact= Posidonia coordinates
M167,242,24212,1,GeoB24212-1,M167_17-1,Averroes MV,GC,35.39186667,-7.19245,10/21/2020,15:15:00,1116,,Empty gravity core
M167,242,24213,1,GeoB24213-1,M167_18-1,Background pockmark and NE Ginsburg MV,GC,35.38558333,-7.199683333,10/21/2020,16:37:00,1146,416,Bottom contact= Posidonia coordinates
M167,242,24213,2,GeoB24213-2,M167_19-1,Background pockmark and NE Ginsburg MV,EM710,35.42848333,-7.2049,10/21/2020,17:53:00,1158,,"Multibeam mapping (EM122, EM710) and Parasound profile (PS70) on area NE from Ginsburg MV"
M167,242,24214,1,GeoB24214-1,M167_20-1,Possible MV #1- N of Tangier MV,GC,35.67996667,-6.945533333,10/22/2020,08:00:00,975,215,Bottom contact= Posidonia coordinates
M167,242,24215,1,GeoB24215-1,M167_21-1,Possible MV #2- N of Tangier MV,GC,35.69516667,-6.891466667,10/22/2020,09:40:00,890,,Empty gravity core (failed deployment)
M167,242,24215,2,GeoB24215-2,M167_21-2,Possible MV #2- N of Tangier MV,GC,35.69476667,-6.8916,10/22/2020,10:35:00,868,,"Empty gravity core (failed deployment). No signal from posidonia, possible bounces on the seafloor"
M167,242,24216,1,GeoB24216-1,M167_22-1,Ginsburg MV,ROV,35.37318333,-7.0877,10/22/2020,14:23:00,902,,ROV dive #3. Start time= at bottom
M167,242,24216,2,GeoB24216-2,M167_22-1,Ginsburg MV,ROV,35.37301667,-7.088516667,10/22/2020,16:22:00,910.5,,CORK observatory recovered with ROV SQUID
M167,242,24217,1,GeoB24217-1,M167_23-1,N Ginsburg MV area,EM710,35.39283333,-7.112616667,10/22/2020,18:31:00,1158,,"Multibeam Mapping (EM122, EM710) and Parasound profile (PS70)"
M167,242,24218,1,GeoB24218-1,M167_24-1,Ginsburg MV,ROV,35.37343333,-7.087133333,10/23/2020,08:30:00,905,,ROV dive #4. Start time= at bottom
M167,242,24218,2,GeoB24218-2,M167_24-1,Ginsburg MV,ROV,35.3734,-7.0872,10/23/2020,09:42:00,903.8,,Photomosaiking on Ginsburg MV
M167,242,24219,1,GeoB24219-1,M167_25-1,Ginsburg MV,GC,35.37315,-7.0877,10/23/2020,14:12:00,899,129,No signal from posidonia (bottom coordinates from DSHIP)
M167,242,24220,1,GeoB24220-1,M167_26-1,Possible MV W of Al Gacel,GC,35.45143333,-6.996033333,10/23/2020,15:59:00,833,,Empty core (failed deployment). Bottom contact= posidonia coordinates
M167,242,24221,1,GeoB24221-1,M167_27_1,Possible MV #3 and N Ginsburg MV area,GC,35.65143333,-6.850866667,10/23/2020,18:05:00,858,430,Bottom contact= Posidonia coordinates. RT=43 kN
M167,242,24221,2,GeoB24221-2,M167_28-1,Possible MV #3 and N Ginsburg MV area,EM710,35.65345,-6.85805,10/23/2020,19:17:00,903,,"Multibeam Mapping (EM122, EM710) and Parasound profile (PS70)"
M167,242,24222,1,GeoB24222-1,M167_29-1,Ginsburg MV,GC,35.3734,-7.091033333,10/24/2020,07:30:00,915,241,Bottom contact= Posidonia coordinates
M167,242,24223,1,GeoB24223-1,M167_30-1,Lineament center,ROV,35.25596667,-7.085833333,10/24/2020,11:07:00,1021,,ROV dive #5. Start time= at bottom
M167,242,24223,2,GeoB24223-2,M167_30-1,Lineament center,ROV,35.25586667,-7.085916667,10/24/2020,11:50:00,1020,,Photomosaiking on Lineament center (CORK in sight)
M167,242,24223,3,GeoB24223-3,M167_31-1,Lineament center,EM710,35.23391667,-6.8741,10/24/2020,14:59:00,759,,"Multibeam Mapping (EM122, EM710) and Parasound profile"
M167,242,24224,1,GeoB24224-1,M167_32-1,Coral mound,ROV,35.17973333,-6.940583333,11/25/2020,09:04:00,735,,ROV dive #6. Start time= at bottom
M167,242,24224,2,GeoB24224-2,M167_32-1,Coral mound,ROV,35.17946667,-6.9408,10/25/2020,10:34:00,730,,Photomosaiking on coral mound
M167,242,24224,3,GeoB24224-3,M167_32-2,Coral mound,EM710,35.17901667,-6.941066667,10/25/2020,08:12:00,741,,XBT for MB calibration. Coordinates from DSHIP
M167,242,24224,4,GeoB24224-4,M167_32-3,Coral mound,ROV,35.17866667,-6.940983333,10/25/2020,13:43:00,740,,BlueROV dive #2. Coordinates from DSHIP
M167,242,24225,1,GeoB24225-1,M167_33-1,Gemini 2 MV,GC,35.28105,-6.757216667,10/25/2020,16:54:00,421,274,Bottom contact= DSHIP coordinates (no posidonia)
M167,242,24226,1,GeoB24226-1,M167_34-1,Fiuza MV,GC,35.25605,-6.698933333,10/25/2020,18:00:00,387,161,Bottom contact= DSHIP coordinates (no posidonia)
M167,242,24227,1,GeoB24227-1,M167_35-1,Al Idrisi MV and S accretionary prism boundary,GC,35.23475,-6.606183333,10/25/2020,19:01:00,211,67,Bottom contact= DSHIP coordinates (no posidonia). Rock fragments
M167,242,24227,2,GeoB24227-2,M167_36-1,Al Idrisi MV and S accretionary prism boundary,EM710,35.2287,-6.6091,10/25/2020,19:43:00,225,,Multibeam maping and parasound profile of Southern accretionary prism boundary
M167,242,24228,1,GeoB24228-1,M167_37-1,Potential MV #1 Lineament South,GC,34.9453,-7.899583333,10/26/2020,07:51:00,2030,65,Bottom contact= Posidonia coordinates. Core was bended (Banana)
M167,242,24228,2,GeoB24228-2,M167_37-2,Potential MV #1 Lineament South,GC,34.94508333,-7.899366667,10/26/2020,09:50:00,2017,,Empty gravity core (failed deployment). Bottom contact= Posidonia coordinates
M167,242,24229,1,GeoB24229-1,M167_38-1,Potential MV #3 Lineament Center and MV field,GC,35.5067,-8.46155,10/26/2020,15:26:00,2276,343,Bottom contact= Posidonia coordinates. RT= 53 kN
M167,242,24229,2,GeoB24229-2,M167_39-1,Potential MV #3 Lineament Center and MV field,EM710,35.50708333,-8.474866667,10/26/2020,16:54:00,2373,,"Multibeam Mapping (EM122, EM710) and Parasound profile (PS70)"
M167,242,24230,1,GeoB24230-1,M167_40-1,Potential MV#1 New MVs Field,GC,35.56113333,-8.028533333,10/27/2020,06:36:00,1670,31,Bottom contact= Posidonia coordinates. Core was bended (Banana)
M167,242,24231,1,GeoB24231-1,M167_41-1,Potential MV#2 New MVs Field and Lineament N,GC,35.55178333,-8.058983333,10/27/2020,08:26:00,1717,266,Bottom contact= Posidonia coordinates
M167,242,24231,2,GeoB24231-2,M167_42-1,Potential MV#2 New MVs Field and Lineament N,EM710,35.52471667,-7.9375,10/27/2020,11:05:00,1594,,"Multibeam Mapping (EM122, EM710) and Parasound profile (PS70) of Lineament North"
M167,242,24231,3,GeoB24231-3,M167_42-2,Potential MV#2 New MVs Field and Lineament N,EM710,35.33866667,-7.899,10/27/2020,13:30:00,1727,,XBT for MB calibration. Coordinates from DSHIP
M167,242,24232,1,GeoB24232-1,M167_43-1,Lineament Center,ROV,35.25588333,-7.085883333,10/28/2020,07:32:00,1019,,ROV dive #7. Start time= at bottom
M167,242,24232,2,GeoB24232-2,M167_43-1,Lineament Center,ROV,35.25565,-7.086033333,10/28/2020,08:52:00,1018.9,,CORK observatory recovered with ROV SQUID
M167,242,24233,1,GeoB24233-1,M167_44-1,Plain SW Atlas MV,GC,35.62938333,-7.3122,10/28/2020,12:57:00,1413,145,Bottom contact= Posidonia coordinates
M167,242,24234,1,GeoB24234-1,M167_45-1,Atlas MV,GC,35.65505,-7.280266667,10/28/2020,14:31:00,1302,272,Bottom contact= Posidonia coordinates
M167,242,24235,1,GeoB24235-1,M167_46-1,Pockmark E of Atlas MV,GC,35.64448333,-7.2606,10/28/2020,16:15:00,1380,1,Empty gravity core (failed deployment). Bottom contact= Posidonia coordinates. Only one bag sample recovered
M167,242,24236,1,GeoB24236-1,M167_47-1,Potential MV E of Atlas MV and Lineament north,GC,35.64371667,-7.2315,10/28/2020,17:42:00,1194,241,Bottom contact= Posidonia coordinates
M167,242,24236,2,GeoB24236-2,M167_48-1,Potential MV E of Atlas MV and Lineament north,EM710,35.70596667,-7.583983333,10/28/2020,20:13:00,1441,,"Multibeam Mapping (EM122, EM710) and Parasound profile (PS70) on lineament north"
M167,242,24237,1,GeoB24237-1,M167_49-1,Jesus Baraza MV,GC,35.59048333,-7.2011,10/29/2020,06:29:00,1089,132,Bottom contact= Posidonia coordinates
M167,242,24238,1,GeoB24238-1,M167_50-1,Depression W of Student MV,GC,35.51598333,-7.156833333,10/29/2020,08:32:00,1131,433,Posidonia not installed- Bottom coordinates from DSHIP
M167,242,24239,1,GeoB24239-1,M167_51-1,Student MV,GC,35.51345,-7.145916667,10/29/2020,09:49:00,950,209,Posidonia not installed- Bottom coordinates from DSHIP
M167,242,24239,2,GeoB24239-2,M167_51-1,Student MV,ROV,35.51345,-7.145833333,10/29/2020,10:25:00,948,,BlueROV dive #3. Coordinates from DSHIP
SO278,243,24301,1,GeoB24301-1,SO278_1-1,Sartori MV,HF,38.2002,17.62793333,10/21/2020,04:40:00,1910,,HF-20-1; max. 52 kN
SO278,243,24301,2,GeoB24301-2,SO278_1-2,Sartori MV,HF,38.20175,17.62486667,10/21/2020,05:23:00,1904,,HF-20-2; max 52 kN
SO278,243,24301,3,GeoB24301-3,SO278_1-3,Sartori MV,HF,38.20351667,17.62178333,10/21/2020,06:10:00,1872,,HF-20-3; max 55 kN
SO278,243,24301,4,GeoB24301-4,SO278_1-4,Sartori MV,HF,38.20451667,17.61993333,10/21/2020,06:48:00,1866,,HF-20-4; max 50 kN
SO278,243,24301,5,GeoB24301-5,SO278_1-5,Sartori MV,HF,38.2053,17.61868333,10/21/2020,07:16:00,1862,,HF-20-5; max 50 kN
SO278,243,24301,6,GeoB24301-6,SO278_1-6,Sartori MV,HF,38.20588333,17.61765,10/21/2020,07:49:00,1864,,HF-20-6; max 53 kN
SO278,243,24301,7,GeoB24301-7,SO278_1-7,Sartori MV,HF,38.2064,17.61663333,10/21/2020,08:26:00,1862,,HF-20-7; max 53 kN
SO278,243,24301,8,GeoB24301-8,SO278_1-8,Sartori MV,HF,38.20748333,17.61458333,10/21/2020,09:12:00,1870,,"HF-20-8; max 55,5 kN"
SO278,243,24301,9,GeoB24301-9,SO278_1-9,Sartori MV,HF,38.20885,17.61228333,10/21/2020,09:53:00,1902,,HF-20-9; max 52 kN
SO278,243,24301,10,GeoB24301-10,SO278_1-10,Sartori MV,HF,38.21081667,17.6085,10/21/2020,10:45:00,1929,,HF-20-10; max 54 kN
SO278,243,24302,1,GeoB24302-1,SO278_2-1,Sartori MV,MIC,38.20538333,17.61875,10/22/2020,05:25:00,1856,,"MIC-01; mud center; Failure: lost one liner, empty liner"
SO278,243,24302,2,GeoB24302-2,SO278_2-2,Sartori MV,GC,38.20535,17.61855,10/22/2020,07:04:00,1856,205,GC-01; mud center
SO278,243,24303,1,GeoB24303-1,SO278_3-1,South of Sartori MV,GC,38.17578333,17.58365,10/22/2020,09:28:00,2006,488,GC-02; southern mud flow
SO278,243,24303,2,GeoB24303-2,SO278_3-2,South of Sartori MV,MIC,38.17563333,17.58371667,10/22/2020,11:49:00,2006,11,MIC-02; southern mud flow; three of four liners with sediment
SO278,243,24304,1,GeoB24304-1,SO278_4-1,Napoli MV,CTD+RO,33.7234,24.68678333,10/24/2020,00:00:00,1932,,CTD-01
SO278,243,24305,1,GeoB24305-1,SO278_5-1,Bergamo MV,AUV,33.74746667,24.74946667,10/25/2020,07:02:00,2000,,AUV-91; End = off seafloor
SO278,243,24306,1,GeoB24306-1,SO278_6-1,Napoli MV,MIC,33.72333333,24.68661667,10/26/2020,09:05:00,1932,11,"MIC-03; 2 liners with sediment; one liner was open, no water column on the sediment"
SO278,243,24307,1,GeoB24307-1,SO278_7-1,Bergamo MV,OFOS,33.73945,24.75223333,10/26/2020,12:39:00,1929,,OFOS-01; winch problems until 14:20; End = off seafloor
SO278,243,24308,1,GeoB24308-1,SO278_8-1,Bergamo MV,HF,33.74321667,24.76576667,10/26/2020,18:20:00,2038,,HF-21-1; max. 56 kN
SO278,243,24308,2,GeoB24308-2,SO278_8-2,Bergamo MV,HF,33.74143333,24.76231667,10/26/2020,19:05:00,2019,,HF-21-2; max. 46 kN
SO278,243,24308,3,GeoB24308-3,SO278_8-3,Bergamo MV,HF,33.74001667,24.75901667,10/26/2020,19:39:00,2006,,HF-21-3; max. 52 kN
SO278,243,24308,4,GeoB24308-4,SO278_8-4,Bergamo MV,HF,33.73885,24.756,10/26/2020,20:14:00,1979,,HF-21-4; max. 48 kN
SO278,243,24308,5,GeoB24308-5,SO278_8-5,Bergamo MV,HF,33.7386,24.75333333,10/26/2020,20:54:00,1939,,HF-21-5; max. 57 kN
SO278,243,24308,6,GeoB24308-6,SO278_8-6,Bergamo MV,HF,33.73856667,24.75241667,10/26/2020,21:15:00,1935,,HF-21-6; max. 53 kN
SO278,243,24308,7,GeoB24308-7,SO278_8-7,Bergamo MV,HF,33.73858333,24.75083333,10/26/2020,21:51:00,1932,,HF-21-7; max. 49 kN
SO278,243,24308,8,GeoB24308-8,SO278_8-8,Bergamo MV,HF,33.73846667,24.7478,10/26/2020,22:33:00,1936,,HF-21-8; max. 54 kN
SO278,243,24308,9,GeoB24308-9,SO278_8-9,Bergamo MV,HF,33.73815,24.74545,10/26/2020,23:30:00,1964,,HF-21-9; max. 47 kN
SO278,243,24308,10,GeoB24308-10,SO278_8-10,Bergamo MV,HF,33.73786667,24.74175,10/27/2020,00:00:00,2020,,HF-21-10; max. 51 kN
SO278,243,24308,11,GeoB24308-11,SO278_8-11,Bergamo MV,HF,33.73788333,24.73938333,10/27/2020,00:44:00,2047,,HF-21-11; max. 52 kN
SO278,243,24308,12,GeoB24308-12,SO278_8-12,Bergamo MV,HF,33.73783333,24.73646667,10/27/2020,01:31:00,2039,,HF-21-12; max. 57 kN
